artist,name,id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Chris Lane,"Big, Big Plans",7yNJCsUH3tXlpQiHSsAc5l,2019-06-28,73,0.574,0.58,7,-6.091,1,0.0278,0.076,0.0,0.12,0.4,149.974,187307,4
Polo G,33,2iW6Hb6kfrz2K7EhPibFiq,2020-05-15,73,0.732,0.462,5,-10.191,0,0.406,0.126,0.0,0.12,0.117,180.067,170057,4
Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,2018-04-06,73,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,142000,4
Cuco,Lover Is a Day,76tGvMdmFKuiMew33ZNNA9,2016-07-09,73,0.406,0.647,3,-10.453,1,0.0413,0.0427,0.193,0.1,0.344,180.044,456000,4
NAV,Turks (with Gunna & ft. Travis Scott),7IMwEtpAiJanqF6vQteZN2,2020-05-08,73,0.894,0.618,7,-4.356,0,0.129,0.0808,0.0,0.558,0.379,119.1,161320,4
The Lumineers,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,2016-04-08,73,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4
YNW Melly,772 Love,230wNo1dnexltKYQbsW7oD,2017-10-16,73,0.676,0.623,6,-7.297,0,0.0352,0.226,1.66e-05,0.159,0.347,111.466,209489,4
DDG,Moonwalking in Calabasas Remix,4HMFQ406JW9C5qJwo0qnz9,2020-08-20,73,0.926,0.338,11,-10.195,0,0.108,0.0608,0.0,0.165,0.761,129.943,170233,4
G-Eazy,Down,3tLhjMOfbdRGQNudmIABp4,2020-09-04,73,0.797,0.853,0,-4.269,1,0.105,0.000699,0.0,0.118,0.595,98.043,217867,4
Epic Soundscapes,Heavy Rain,7rQ1E6bl6UMhrRhf8quVIR,2020-02-23,73,0.069,1.0,6,-14.577,1,0.0514,0.128,0.944,0.953,1e-05,77.22,252330,3
Wallows,These Days,4gZDCOFuLCxCRWNhSEcOtJ,2018-04-06,73,0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,202627,4
Rae Sremmurd,Swang,6mapJIPnQ23RTAevUoE0DL,2016-08-12,73,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120,4
Fuerza Regida,Sigo Chambeando,4PR0r2us3a64lTew6TVlF2,2018-12-24,73,0.819,0.48,5,-6.966,1,0.0489,0.685,2.03e-06,0.116,0.759,114.04,200162,3
Oliver Tree,Let Me Down,0jk6J6B9ivegJc7dTg10Mp,2020-07-17,73,0.457,0.648,7,-5.762,1,0.0552,0.0114,1.69e-05,0.212,0.736,160.021,111210,4
Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,2018-04-27,73,0.599,0.571,2,-4.998,1,0.0665,0.198,0.0,0.0969,0.285,151.974,206453,4
Glass Animals,Tangerine,40rOlDoGejXXF4B0BYsjx8,2020-08-07,73,0.845,0.583,9,-5.948,0,0.0773,0.114,0.000536,0.1,0.842,149.941,200584,4
Justin Moore,Why We Drink,4lSfhHd5Knwl8yQw2cVjAD,2019-07-26,73,0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.309,0.724,116.99,211430,4
Thomas Rhett,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,2019-05-31,73,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
Foster The People,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,2017-07-21,73,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,4
Adele,When We Were Young,7IWkJwX9C0J7tHurTD7ViL,2016-06-24,73,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,290907,4
Tory Lanez,Jerry Sprunger (with T-Pain),6JsHgIkMYHcbNtKfsal2Mg,2019-11-15,73,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,233546,4
Maggie Rogers,Love You For A Long Time,6QTPacyXkZWG9FMwq6L1hJ,2019-11-21,73,0.707,0.67,9,-6.137,1,0.0323,0.164,0.00283,0.109,0.822,112.993,223120,4
Oliver Tree,Hurt,6Ph8QwsRfZunN5e1GGBIqa,2020-07-17,73,0.563,0.784,0,-5.875,1,0.0402,0.0173,0.0,0.467,0.424,93.992,145147,4
Hozier,Almost (Sweet Music),5Apvsk0suoivI1H8CmBglv,2019-03-01,73,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
Kacey Musgraves,Rainbow,79qxwHypONUt3AFq0WPpT9,2018-03-30,73,0.581,0.197,3,-7.697,1,0.0329,0.88,0.0,0.107,0.349,130.367,214293,4
Lennon Stella,La Di Da,2YyvWje3cEYyqgYhNUIaBJ,2018-11-17,73,0.689,0.679,7,-5.893,1,0.0517,0.195,0.00111,0.224,0.475,149.972,209773,4
6LACK,Know My Rights (feat. Lil Baby),7fsNNSLGG8Wi0nFbufCU6L,2020-06-26,73,0.789,0.419,1,-9.874,0,0.157,0.249,0.0257,0.123,0.542,117.988,194396,4
The Kid LAROI,Fade Away,32ypPhtgTaETvFn3ZIHXTW,2020-04-17,73,0.726,0.414,9,-12.296,0,0.269,0.406,0.0,0.0713,0.47,150.009,179252,4
Roddy Ricch,Start Wit Me (feat. Gunna),7A20WnLkjtZU2d7hIB6Ziu,2019-12-06,73,0.886,0.479,4,-8.054,0,0.334,0.077,0.0,0.135,0.408,130.029,158692,4
Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,2017-03-18,73,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615,4
Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,2018-01-26,73,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
Morgan Wallen,If I Know Me,03d8S7FBY2kIzhP0E7l4rn,2018-04-27,73,0.777,0.604,8,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934,157693,4
Daniel Caesar,Who Hurt You?,23c9gmiiv7RCu7twft0Mym,2018-10-16,73,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542,231964,4
Migos,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,2017-01-27,73,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967,304041,4
Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,2020-02-07,73,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,110129,3
Vance Joy,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,2018-02-23,73,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4
Jordan Davis,Slow Dance In A Parking Lot,6MBUUSIWCzaXW4q58Ktrv9,2018-03-23,73,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4
iann dior,molly,0q0Vsy1SHdUSrR7TJGNAVn,2019-05-22,73,0.695,0.566,6,-7.484,0,0.124,0.00202,0.0,0.167,0.388,80.029,175569,4
Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c,2018-12-10,73,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504,176443,4
PARTYNEXTDOOR,Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd,2016-08-12,73,0.717,0.347,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4
Ski Mask The Slump God,Burn The Hoods,34PhB0kHT00utubP3aTau8,2020-07-24,73,0.871,0.715,3,-7.828,0,0.147,0.196,0.0,0.14,0.378,150.955,102960,4
Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,2018-11-30,73,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
Thomas Rhett,Be A Light,5o6dFqafETxZNqUFt9ZqAC,2020-03-30,73,0.509,0.493,0,-6.676,1,0.0266,0.0397,1.32e-06,0.102,0.264,97.846,173961,4
Yung Gravy,Whip A Tesla,6nsyYPCDUSacgXci9mvWln,2019-05-31,73,0.814,0.527,9,-7.001,0,0.328,0.179,0.000512,0.0767,0.54,170.063,153733,4
Tyla Yaweh,Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,4Rq2BMG5VWMhb2whSx8bf4,2020-08-28,73,0.504,0.597,10,-6.237,1,0.1,0.206,0.0,0.0949,0.557,117.974,230489,4
Luke Combs,Does To Me (feat. Eric Church),0nGXi46VcQQ56ZJR428MKS,2019-11-08,73,0.616,0.849,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065,223320,4
Travis Scott,beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,2016-09-16,73,0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054,213863,4
Luke Combs,One Number Away,4gB7HrYHbJVJ5RFOjxmoq4,2017-06-02,73,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075,221800,4
UMI,Remember Me,630Ug0XtmhhFvAKo0PNuEI,2018-10-08,73,0.84,0.344,5,-8.613,0,0.0374,0.456,3.36e-05,0.35,0.526,111.994,199227,4
YoungBoy Never Broke Again,Kacey Talk,1SF8piqsZWn86DajVKih8F,2020-09-11,73,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4
Diplo,Heartless (with Julia Michaels & Morgan Wallen),0VFQC71dmUjuW5bU5Ewdmg,2020-05-29,73,0.648,0.553,11,-6.35,1,0.0409,0.212,0.0,0.0728,0.275,110.949,172973,4
KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,2018-06-08,73,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4
Polo G,Chosen 1,40QrLHWdsxyXLAdjJG4Rxs,2019-06-07,73,0.77,0.576,8,-11.845,0,0.339,0.138,0.0,0.08,0.364,166.162,127200,4
Maggie Rogers,Light On,6UnCGAEmrbGIOSmGRZQ1M2,2019-01-18,73,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,233880,4
YNW Melly,Mama Cry,2fSW54bA6x2iWePU7rpCiP,2018-08-03,73,0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,231298,4
Luke Combs,"1, 2 Many",226le7T3p82reYWzsi9Hsz,2019-11-08,73,0.54,0.821,6,-3.789,1,0.0873,0.0397,0.0,0.423,0.685,148.798,180907,4
Jhené Aiko,P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,2020-01-17,73,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,181860,4
Polo G,Finer Things,7oBW80497A8axagr4aC9U6,2019-06-07,73,0.506,0.45,2,-12.565,1,0.364,0.0683,0.000225,0.103,0.131,177.978,182387,4
Juice WRLD,Hurt Me,3XRQT7EoS4U87rUuJwg5P3,2018-12-10,73,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,122285,4
21 Savage,X (feat. Future),6fwdbPMwP1zVStm8FybmkO,2016-07-15,73,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880,4
Playboi Carti,@ MEH,5UusfWUMMLEXLMc1ViNZoe,2020-04-16,73,0.876,0.492,11,-8.11,0,0.153,0.0136,0.000283,0.0678,0.4,151.044,166799,4
Juice WRLD,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,2019-03-08,73,0.709,0.662,8,-4.55,1,0.0766,0.00966,0.0,0.108,0.439,150.046,218349,4
Kesha,Praying,0jdny0dhgjUwoIp5GkqEaA,2017-08-11,73,0.576,0.39,10,-7.202,1,0.0297,0.491,0.0,0.111,0.319,73.433,230267,4
Lil Baby,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,2017-12-01,73,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4
Quinn XCII,Stacy,07ZQLYn9x4x3L3vxStc1zr,2020-07-10,73,0.744,0.556,8,-6.97,1,0.0375,0.0858,0.0,0.1,0.505,105.006,168987,4
COIN,Talk Too Much,4djIFfof5TpbSGRZUpsTXq,2017-04-21,73,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,187133,4
Wale,On Chill (feat. Jeremih),5z51HY4ei5QhTjcvwq5Msw,2019-10-11,73,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4
Lil Uzi Vert,That Way - Bonus Track,2ajzBr7vwHTEBeqDzcsNRC,2020-03-06,73,0.712,0.598,7,-5.368,0,0.0388,0.0546,0.0,0.154,0.504,130.007,212354,4
Mulatto,Muwop (feat. Gucci Mane),3CwcGdFwFF3DfHGGppdI4X,2020-07-30,73,0.79,0.61,9,-6.958,0,0.102,0.0613,0.0,0.243,0.62,145.88,200135,4
Lil Uzi Vert,Baby Pluto,7hav1MHURQf5SAoPk0egqh,2020-03-06,73,0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052,210261,4
Big Sean,Why Would I Stop?,46hDiH4YvAWXE04GskkIHS,2020-09-04,73,0.778,0.727,1,-6.115,0,0.0837,0.0212,0.0,0.101,0.218,119.972,152263,4
Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32,2018-12-10,73,0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.282,119.948,192859,4
Playboi Carti,Location,3yk7PJnryiJ8mAPqsrujzf,2017-04-14,73,0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,168784,4
Luke Bryan,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,2019-03-29,73,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4
21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq,2019-10-31,73,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,254723,4
Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],0IpnZchq8ek2A6pGEP2Qb1,2020-03-13,73,0.733,0.567,0,-6.718,1,0.319,0.0129,0.0,0.382,0.319,75.491,238816,4
Trippie Redd,6 Kiss,7tgjDlQsMR8RvkdlNCJA58,2019-11-22,73,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437,4
J.I the Prince of N.Y,Blame on Me,18wBygantQ9hYTzPgpSVTk,2019-10-11,73,0.806,0.368,5,-12.745,0,0.868,0.363,0.0,0.11,0.457,81.034,142289,4
Blake Shelton,Nobody But You (Duet with Gwen Stefani),5M8goiFYynmNxhueYW6grR,2019-12-13,73,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,194867,4
Kanye West,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,2018-06-01,73,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4
Gryffin,Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,2020-04-07,73,0.467,0.795,11,-3.6,1,0.0687,0.102,0.0,0.264,0.472,163.837,219354,4
Lil Durk,The Voice,195gauSXE6Q2IKmCrarHut,2020-09-04,73,0.534,0.819,5,-2.099,0,0.102,0.0259,0.0,0.124,0.129,116.632,179724,5
Saweetie,ICY GRL,1sl1cpix9GnwNwaVt04BIu,2018-03-16,73,0.927,0.563,7,-5.827,1,0.175,0.0306,0.0,0.0736,0.842,103.312,109302,4
$uicideBoy$,2nd Hand,4yORBk6ZyYsJpnJchyZevc,2017-05-23,73,0.935,0.429,1,-6.697,1,0.118,0.0308,0.0,0.102,0.0769,139.987,123481,4
Lil Tecca,Our Time,4PlwZcXyJwoYPgafhglDgq,2020-09-11,73,0.896,0.441,5,-12.142,0,0.317,0.199,0.0,0.0679,0.628,109.975,98449,4
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,2018-01-12,73,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,4
The Kid LAROI,SELFISH,57tln4G33fhp8mrFbeM3IJ,2020-07-24,73,0.373,0.539,1,-4.865,1,0.086,0.166,0.0,0.139,0.075,77.006,196202,1
Cuco,Lo Que Siento,3oyf4dalm17kzTE8LJDbgR,2017-05-25,73,0.326,0.685,10,-5.576,1,0.179,0.503,0.0,0.427,0.409,86.882,312000,5
Kehlani,Honey,5QTdOvIF2ehBMZpSIIGzIo,2017-10-06,73,0.606,0.24,3,-7.102,1,0.0369,0.772,0.0,0.0819,0.526,96.792,199210,4
Morgan Wallen,Cover Me Up,7Jd0VVrzeTTWipxSzJ81aC,2019-04-05,73,0.525,0.437,2,-8.285,1,0.0272,0.236,7.03e-06,0.121,0.195,127.994,292663,3
Summer Walker,My Affection (with PARTYNEXTDOOR),2aSM4sbNN7cSmpYOG0sf46,2020-07-10,73,0.632,0.495,7,-8.335,1,0.143,0.333,0.0,0.0941,0.233,77.083,213933,4
Thomas Rhett,On Me (feat. Ava Max) - From 'SCOOB!' The Album,4ejNoyrhgjrioqJbgTNPu3,2020-05-06,73,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,164683,4
Chance the Rapper,Hot Shower,00ko9WaS4jOX1kEk3gvHjf,2019-07-26,73,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,4
Lil Baby,Heatin Up (feat. Gunna),7KSSdFCBHCfq4KPzz78ghk,2020-02-28,73,0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,177314,4
gianni & kyle,5 shots,0znCw9dSfsrBGUtxAzd9kD,2018-11-01,73,0.918,0.449,1,-5.702,1,0.0605,0.124,0.0,0.0595,0.481,91.978,181710,4
Parker McCollum,Pretty Heart,6vC90OOjZR165Hw8CpsqEm,2019-08-30,73,0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003,244798,4
Megan Thee Stallion,Sex Talk,6hbg57wH6SyIDnPzwLeeXc,2019-05-17,73,0.906,0.763,0,-6.322,1,0.398,0.147,0.0,0.107,0.58,139.961,131209,4
Bryce Vine,La La Land (feat. YG),4oM9DGUTrRaXJDypxxHztZ,2019-07-26,73,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4
Morgan Wallen,Talkin' Tennessee,7szRiHu6r91o2Po9GTPN4c,2018-04-27,73,0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,4
Big Sean,"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)",6FXsrAH7Zol1jusSeJIoYA,2020-09-04,72,0.711,0.838,11,-3.553,0,0.122,0.00607,0.0,0.0898,0.53,80.024,224770,4
Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,2018-05-04,72,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74,211150,4
Kane Brown,Homesick,30RZAuEkYeDXvy46Iv6l7E,2019-11-01,72,0.701,0.5,8,-8.82,1,0.0303,0.46,0.0,0.234,0.409,97.028,205400,4
Joey Bada$$,Love Is Only a Feeling,7umZiitjVsEjMQ6HNddpUI,2017-07-06,72,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041,4
Lil Baby,Commercial (feat. Lil Uzi Vert),3tDqEKKUs6gf8zMvSuLyLA,2020-02-28,72,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,214215,4
Trippie Redd,I Got You (ft. Busta Rhymes),6cF39bo8KFmLbsSdP0qoJa,2020-09-11,72,0.557,0.614,1,-8.479,0,0.25,0.71,0.0,0.173,0.854,83.743,185114,4
Jon Pardi,Night Shift,0bPnT6i9H1p8Vd85GS6Z7I,2016-05-13,72,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,4
Jon Pardi,Heartache On The Dance Floor,0w3Q14i073jLoew1hgJkwD,2016-05-13,72,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200,4
Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy,2017-12-01,72,0.461,0.653,6,-8.617,1,0.327,0.158,0.0,0.197,0.588,81.628,322000,1
Still Woozy,Window,3hARuUtzTdUuWH1KiLJlSf,2020-04-17,72,0.714,0.483,4,-9.378,0,0.195,0.436,2.3e-05,0.28,0.67,91.025,139293,4
Ryan Hurd,Every Other Memory,3t2xlkvPsrcyia0eBaCZ53,2020-04-20,72,0.633,0.732,0,-6.995,1,0.0351,0.000475,0.0,0.108,0.515,103.019,219193,4
Rod Wave,Letter From Houston,16UIEoHFNZB9hzTvDO7m8m,2020-08-07,72,0.681,0.572,11,-10.441,0,0.0708,0.131,0.0,0.181,0.758,156.066,173923,4
Matt Maeson,Hallucinogenics,6bLU8e0LGyztE9iD5DWBQ1,2019-04-05,72,0.549,0.653,0,-7.47,1,0.0503,0.457,0.0,0.0969,0.287,121.348,187173,4
Lil Baby,Grace (feat. 42 Dugg),01JMnRUs2YOK6DDpdQASGY,2020-02-28,72,0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029,203438,4
Mysterio Junior,Living on the Edge,3cdUMUUq8l1FIjMNKyHoQt,2020-06-21,72,0.676,0.764,6,-2.054,1,0.0989,0.0288,0.905,0.107,0.8,190.016,64099,4
Nate Smith,Wildfire,21HxYsyuuXZNqB1Dme5PQN,2019-06-07,72,0.511,0.674,6,-4.992,1,0.026,0.0371,0.0,0.18,0.363,159.874,190249,4
LANCO,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,2018-01-19,72,0.671,0.617,10,-8.72,1,0.0561,0.401,0.0,0.119,0.62,147.986,222573,4
Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",5WnfnSpuNEGXyEt78PBA6d,2019-07-05,72,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,217867,4
Eslabon Armado,Dame Tu Calor,4tKEWCeBSeiSJVB9ZURgUz,2020-07-17,72,0.461,0.528,6,-8.49,1,0.0398,0.479,1.11e-06,0.146,0.573,98.395,245912,3
YoungBoy Never Broke Again,Ranada,4XlyD28tQ6qdqNS2BkE1AF,2019-10-11,72,0.502,0.671,9,-5.158,0,0.293,0.147,0.0,0.211,0.584,153.864,176483,4
Kane Brown,Good as You,19kUPdKTp85q9RZNwaXM15,2019-11-01,72,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,2018-08-03,72,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,237240,4
Jack Harlow,THRU THE NIGHT (feat. Bryson Tiller),1AgSUWSzmza5jF6ER5R68v,2019-09-20,72,0.88,0.58,5,-5.032,0,0.0438,0.016,3.83e-06,0.0936,0.754,124.003,128409,4
Mac Miller,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,2018-08-03,72,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4
Tee Grizzley,First Day Out,3muBQDekYAg7jm6hDu6R0Z,2017-04-07,72,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,254694,4
Lil Uzi Vert,Lo Mein,6CUP2khYzdphXebxVTfPE3,2020-03-06,72,0.855,0.676,1,-5.736,1,0.325,0.0888,0.0,0.144,0.509,133.082,195299,4
Gabby Barrett,I Hope (feat. Charlie Puth),5cYFwgA5dHoqR3xGnlr9ew,2020-06-19,72,0.554,0.576,6,-6.495,1,0.0399,0.171,0.0,0.159,0.409,74.942,209763,4
03 Greedo,Trap House (feat. Shoreline Mafia),6ZxX2vmH5WLufcOqenLjfb,2019-04-19,72,0.737,0.482,1,-5.845,0,0.036,0.115,0.0,0.0873,0.26,97.469,221396,4
YoungBoy Never Broke Again,Lil Top,1aMokXl3uKDvCh4BBcjFOA,2020-02-21,72,0.708,0.654,5,-6.76,0,0.369,0.0556,0.0,0.208,0.697,168.032,185746,4
Jon Pardi,Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,2016-05-13,72,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,202347,4
Dustin Lynch,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,2017-09-08,72,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,4
Russell Dickerson,Every Little Thing,3kgCJPXDlnL5bl1HFesHUi,2017-06-16,72,0.637,0.853,1,-4.664,1,0.109,0.216,0.0,0.0357,0.861,93.87,190640,4
Louis The Child,Better Not (with Wafia),7n1940b6kHcaEewFSZXnXa,2018-10-26,72,0.783,0.537,9,-2.921,1,0.0795,0.278,0.0,0.229,0.393,113.988,222866,4
Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,2018-12-14,72,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,4
Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,2020-04-03,72,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3
A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),3L19besdNQzd342qL78xqm,2018-12-21,72,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4
FLETCHER,Undrunk,1Pj5oOFzLYELyyeh1IYRK0,2019-08-16,72,0.442,0.579,5,-6.484,1,0.145,0.489,1.04e-06,0.126,0.546,83.336,183428,4
Jason Aldean,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,2018-04-13,72,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
Panic! At The Disco,Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8,2016-01-15,72,0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,203507,4
J. Cole,Neighbors,0utlOiJy2weVl9WTkcEWHy,2016-12-09,72,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,216520,4
Gunna,Who You Foolin,7KVPsVMOK3NL7subwJ0dZj,2019-02-22,72,0.916,0.756,0,-7.653,1,0.188,0.0942,0.0,0.23,0.756,115.69,151539,4
Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),0v9Wz8o0BT8DU38R4ddjeH,2016-05-27,72,0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,304607,4
Juice WRLD,End Of The Road,24BNgrtp6Fag4M5BQPEgsV,2018-12-10,72,0.373,0.717,1,-5.833,0,0.083,0.0568,0.0,0.114,0.293,109.977,162981,5
NAV,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,2019-03-26,72,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4
Steve Lacy,Dark Red,37y7iDayfwm3WXn5BiAoRk,2017-02-20,72,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104,4
